origin,anchor,target,forecast,actual,ape
2008-04-01,2008-02-01,2009-04-01,721.4861859759285,454.0,58.917662109235344
2008-05-01,2008-03-01,2009-05-01,557.6577007742371,562.0,0.7726511077869879
2008-06-01,2008-04-01,2009-06-01,673.922383017365,587.0,14.807901706535768
2008-07-01,2008-05-01,2009-07-01,620.6257930473585,589.0,5.369404592081231
2008-08-01,2008-06-01,2009-08-01,739.7588432429693,587.0,26.023653022652354
2008-09-01,2008-07-01,2009-09-01,640.6175246449404,592.0,8.212419703537236
2008-10-01,2008-08-01,2009-10-01,560.3550214002204,527.0,6.32922607214808
2008-11-01,2008-09-01,2009-11-01,529.431422537533,580.0,8.718720252149488
2008-12-01,2008-10-01,2009-12-01,453.19714506869667,575.0,21.183105205444058
2009-01-01,2008-11-01,2010-01-01,298.06244865679963,611.0,51.21727517891986
2009-02-01,2008-12-01,2010-02-01,273.81201036094154,616.0,55.54999831802897
2009-03-01,2009-01-01,2010-03-01,177.85698264531783,635.0,71.99102635506806
2009-04-01,2009-02-01,2010-04-01,275.91563506402554,659.0,58.13116311623284
2009-05-01,2009-03-01,2010-05-01,235.78650561047033,578.0,59.20648691860375
2009-06-01,2009-04-01,2010-06-01,183.95098257072632,537.0,65.74469598310498
2009-07-01,2009-05-01,2010-07-01,263.66517294671036,541.0,51.26336914108865
2009-08-01,2009-06-01,2010-08-01,283.53798309685453,608.0,53.3654633064384
2009-09-01,2009-07-01,2010-09-01,334.33848418926783,588.0,43.13971357325377
2009-10-01,2009-08-01,2010-10-01,397.3076494398877,534.0,25.597818456949867
2009-11-01,2009-09-01,2010-11-01,400.70882273985507,553.0,27.53909172877847
2009-12-01,2009-10-01,2010-12-01,345.0446742384618,520.0,33.645254954141954
2010-01-01,2009-11-01,2011-01-01,492.07078779971,618.0,20.376895178040456
2010-02-01,2009-12-01,2011-02-01,558.1689400751728,512.0,9.017371108432194
2010-03-01,2010-01-01,2011-03-01,738.9523187479161,585.0,26.316635683404467
2010-04-01,2010-02-01,2011-04-01,576.1688687767227,541.0,6.500715115845224
2010-05-01,2010-03-01,2011-05-01,775.5331709548145,549.0,41.26287266936512
2010-06-01,2010-04-01,2011-06-01,1002.3713600186873,613.0,63.518982058513416
2010-07-01,2010-05-01,2011-07-01,647.4337941295996,601.0,7.726088873477474
2010-08-01,2010-06-01,2011-08-01,511.8312116088978,572.0,10.519018949493395
2010-09-01,2010-07-01,2011-09-01,501.77182825794756,630.0,20.35367805429404
2010-10-01,2010-08-01,2011-10-01,613.5322388230877,627.0,2.147968289778675
2010-11-01,2010-09-01,2011-11-01,639.245123724646,685.0,6.6795439818035085
2010-12-01,2010-10-01,2011-12-01,507.57200181904705,689.0,26.332075207685477
2011-01-01,2010-11-01,2012-01-01,517.8058502442809,706.0,26.656395149535278
2011-02-01,2010-12-01,2012-02-01,478.99141039523965,694.0,30.981064784547602
2011-03-01,2011-01-01,2012-03-01,577.8612467784335,699.0,17.330293736990914
2011-04-01,2011-02-01,2012-04-01,364.7643128099313,744.0,50.97253860081569
2011-05-01,2011-03-01,2012-05-01,464.12605074768913,711.0,34.72207443773711
2011-06-01,2011-04-01,2012-06-01,380.45573288904257,754.0,49.54167998819064
2011-07-01,2011-05-01,2012-07-01,537.5366322033873,733.0,26.666216616181813
2011-08-01,2011-06-01,2012-08-01,753.1639175685872,758.0,0.6380055978117176
2011-09-01,2011-07-01,2012-09-01,673.7367376119392,863.0,21.930853115650145
2011-10-01,2011-08-01,2012-10-01,532.7132590240783,888.0,40.00976812791911
2011-11-01,2011-09-01,2012-11-01,737.0880718909302,851.0,13.38565547697647
2011-12-01,2011-10-01,2012-12-01,750.5719590483026,973.0,22.86002476379213
2012-01-01,2011-11-01,2013-01-01,883.0515142089673,910.0,2.9613720649486464
2012-02-01,2011-12-01,2013-02-01,851.6116603318026,968.0,12.023588808698083
2012-03-01,2012-01-01,2013-03-01,780.4299228219697,1021.0,23.562201486584748
2012-04-01,2012-02-01,2013-04-01,988.4818421516871,856.0,15.476850718655042
2012-05-01,2012-03-01,2013-05-01,733.1417960266498,928.0,20.997651290231705
2012-06-01,2012-04-01,2013-06-01,972.8127334814866,846.0,14.989684808686357
2012-07-01,2012-05-01,2013-07-01,948.553562943345,883.0,7.423959563232731
2012-08-01,2012-06-01,2013-08-01,972.9155577862878,891.0,9.19366529587966
2012-10-01,2012-08-01,2013-10-01,1010.2462558823289,889.0,13.638498974390204
2012-11-01,2012-09-01,2013-11-01,1235.1813432040049,1107.0,11.579163794399715
2012-12-01,2012-10-01,2013-12-01,1344.8297762166476,1048.0,28.323451929069428
2013-01-01,2012-11-01,2014-01-01,1081.769404438676,909.0,19.006535141768538
2013-02-01,2012-12-01,2014-02-01,1375.8884894754613,920.0,49.55309668211535
2013-03-01,2013-01-01,2014-03-01,1139.6997033360465,947.0,20.348437522285796
2013-04-01,2013-02-01,2014-04-01,1219.8929150585818,1071.0,13.902232965320433
2013-05-01,2013-03-01,2014-05-01,1620.5931000509265,985.0,64.52721827928188
2013-06-01,2013-04-01,2014-06-01,985.0455892031553,945.0,4.237628487106377
2013-07-01,2013-05-01,2014-07-01,1225.1865576958744,1117.0,9.685457269102454
2013-08-01,2013-06-01,2014-08-01,938.6458010238143,957.0,1.9178891302179386
2013-09-01,2013-07-01,2014-09-01,1118.2685514971436,1038.0,7.733001107624621
2013-10-01,2013-08-01,2014-10-01,1091.0372323743309,1045.0,4.405476782232618
