origin,anchor,target,forecast,actual,ape
2021-06-01,2021-03-01,2022-06-01,285.99266414804976,308.065,7.164830750637121
2021-07-01,2021-04-01,2022-07-01,297.4553684516749,306.9,3.0774296345145347
2021-08-01,2021-05-01,2022-08-01,310.50637255715145,303.477,2.3162785176970497
2021-09-01,2021-06-01,2022-09-01,323.8991549334571,300.305,7.8567306350067785
2021-10-01,2021-07-01,2022-10-01,332.7694488447524,298.513,11.475697488803641
2021-11-01,2021-08-01,2022-11-01,337.33046515830995,296.693,13.696806179555962
2021-12-01,2021-09-01,2022-12-01,339.64374408221823,294.187,15.451649489004687
2022-01-01,2021-10-01,2023-01-01,340.2470588889854,292.683,16.251049390974337
2022-02-01,2021-11-01,2023-02-01,342.24835779096765,293.481,16.61687052687147
2022-03-01,2021-12-01,2023-03-01,345.65490905213017,297.403,16.224419071808335
2022-04-01,2022-01-01,2023-04-01,351.2583292514309,301.513,16.498568635989468
2022-05-01,2022-02-01,2023-05-01,360.73751230650737,305.374,18.129740025839574
2022-06-01,2022-03-01,2023-06-01,373.36356122119736,308.326,21.093764788307613
2022-07-01,2022-04-01,2023-07-01,381.49074533594603,310.243,22.965141948713118
2022-08-01,2022-05-01,2023-08-01,384.3331545735563,311.603,23.34064645512281
2022-09-01,2022-06-01,2023-09-01,378.7979434928712,312.457,21.232023444144694
2022-10-01,2022-07-01,2023-10-01,367.9468066613656,312.805,17.62817303475507
2022-11-01,2022-08-01,2023-11-01,353.3330682330019,312.044,13.231809691262097
2022-12-01,2022-09-01,2023-12-01,340.8705493565607,310.865,9.65227650477238
2023-01-01,2022-10-01,2024-01-01,332.9198267271589,310.737,7.138778686528767
2023-02-01,2022-11-01,2024-02-01,324.85152068624126,312.657,3.9002871153504564
2023-03-01,2022-12-01,2024-03-01,315.03418347033147,316.84,0.569945881097243
2023-04-01,2023-01-01,2024-04-01,306.76809540721507,320.777,4.367178629635203
2023-05-01,2023-02-01,2024-05-01,301.6596821440385,323.721,6.814917121830674
2023-06-01,2023-03-01,2024-06-01,300.57311258082296,325.281,7.595859401310571
2023-07-01,2023-04-01,2024-07-01,301.51925011660154,325.588,7.392394647038122
2023-08-01,2023-05-01,2024-08-01,304.258927051684,325.026,6.38935745088578
2023-09-01,2023-06-01,2024-09-01,308.65256097956126,324.646,4.926424172926436
2023-10-01,2023-07-01,2024-10-01,314.4730044577878,323.967,2.9305440190550858
2023-11-01,2023-08-01,2024-11-01,322.0671574837518,323.688,0.500742232102568
2023-12-01,2023-09-01,2024-12-01,328.3408196670502,323.305,1.5576064914091001
2024-01-01,2023-10-01,2025-01-01,331.6360494387694,323.66,2.4643296789128697
2024-02-01,2023-11-01,2025-02-01,332.3544567434237,325.127,2.2229641781284593
2024-03-01,2023-12-01,2025-03-01,333.04833440220466,327.736,1.6209187889657133
2024-04-01,2024-01-01,2025-04-01,334.87853172810696,329.895,1.5106417884802688
2024-05-01,2024-02-01,2025-05-01,338.39844929216673,331.417,2.1065453166755956
2024-06-01,2024-03-01,2025-06-01,342.93225010347567,331.605,3.4158864020372577
