origin,anchor,target,forecast,actual,ape
2011-08-01,2011-06-01,2012-08-01,296.39958726091186,375.0,20.960110063756836
2011-09-01,2011-07-01,2012-09-01,311.92333520496686,385.0,18.980951894813803
2011-10-01,2011-08-01,2012-10-01,320.1328799948791,358.0,10.577407822659472
2011-11-01,2011-09-01,2012-11-01,289.50559314875227,392.0,26.146532360012177
2011-12-01,2011-10-01,2012-12-01,347.8939357779196,399.0,12.80853739901765
2012-01-01,2011-11-01,2013-01-01,383.2932005966777,446.0,14.059820494018451
2012-02-01,2011-12-01,2013-02-01,359.37452477533697,447.0,19.60301459164721
2012-03-01,2012-01-01,2013-03-01,370.91037135231875,444.0,16.461628073802085
2012-04-01,2012-02-01,2013-04-01,521.9368499923557,441.0,18.353027209150962
2012-05-01,2012-03-01,2013-05-01,429.40352363346915,428.0,0.3279260825862498
2012-06-01,2012-04-01,2013-06-01,413.2870128906922,470.0,12.06659300198038
2012-07-01,2012-05-01,2013-07-01,463.54004249110295,375.0,23.610677997627455
2012-08-01,2012-06-01,2013-08-01,443.6030329592122,381.0,16.431242246512394
2012-09-01,2012-07-01,2013-09-01,477.217978921519,403.0,18.416371940823566
2012-10-01,2012-08-01,2013-10-01,488.4101645613156,444.0,10.002289315611618
2012-11-01,2012-09-01,2013-11-01,507.16086402718,446.0,13.713198212372202
2012-12-01,2012-10-01,2013-12-01,414.1061000686289,433.0,4.363487282071846
2013-01-01,2012-11-01,2014-01-01,482.6144572589486,443.0,8.942315408340546
2013-02-01,2012-12-01,2014-02-01,479.2489446151102,420.0,14.106891575026237
2013-03-01,2013-01-01,2014-03-01,622.7875455493215,405.0,53.77470260477074
2013-04-01,2013-02-01,2014-04-01,564.4234302631284,403.0,40.05544175263731
2013-05-01,2013-03-01,2014-05-01,578.3081279380755,451.0,28.227966283387023
2013-06-01,2013-04-01,2014-06-01,569.8752619213484,418.0,36.33379471802593
2013-07-01,2013-05-01,2014-07-01,507.25478768987676,402.0,26.182783007432032
2013-08-01,2013-06-01,2014-08-01,641.4937675015426,456.0,40.67845778542601
2013-09-01,2013-07-01,2014-09-01,382.12341724570956,470.0,18.697145266870308
2013-10-01,2013-08-01,2014-10-01,388.1214408277723,476.0,18.461882179039435
2013-11-01,2013-08-01,2014-11-01,388.63517946300203,442.0,12.073488809275558
2013-12-01,2013-08-01,2014-12-01,389.1495981106133,497.0,21.70028207029914
2014-01-01,2013-11-01,2015-01-01,518.4717711837433,515.0,0.6741303269404411
2014-02-01,2013-12-01,2015-02-01,476.34549667877513,540.0,11.787870985412011
2014-03-01,2014-01-01,2015-03-01,439.5254949400922,480.0,8.432188554147462
2014-04-01,2014-02-01,2015-04-01,390.554235666181,502.0,22.20035146092012
2014-05-01,2014-03-01,2015-05-01,363.8081455037811,502.0,27.528257867772695
2014-06-01,2014-04-01,2015-06-01,362.7849361150033,480.0,24.419804976040982
2014-07-01,2014-05-01,2015-07-01,479.4000888856052,506.0,5.25689942972229
2014-08-01,2014-06-01,2015-08-01,364.5589596784458,518.0,29.6218224558985
2014-09-01,2014-07-01,2015-09-01,435.9666843445644,456.0,4.393270977069213
2014-10-01,2014-08-01,2015-10-01,562.3560271777498,482.0,16.671374933143102
2014-11-01,2014-09-01,2015-11-01,562.370854801505,504.0,11.581518809822409
2014-12-01,2014-10-01,2015-12-01,516.2597488134802,546.0,5.446932451743553
2015-01-01,2014-11-01,2016-01-01,437.3786520048313,505.0,13.39036593963737
2015-02-01,2014-12-01,2016-02-01,583.717835224057,517.0,12.904803718386267
2015-03-01,2015-01-01,2016-03-01,613.9193409900546,532.0,15.398372366551616
2015-04-01,2015-02-01,2016-04-01,723.9840095508243,576.0,25.69166832479589
2015-05-01,2015-03-01,2016-05-01,585.228077214171,571.0,2.491782349241853
2015-06-01,2015-04-01,2016-06-01,648.63766952541,557.0,16.45200530079175
2015-07-01,2015-05-01,2016-07-01,568.8338359359001,628.0,9.421363704474508
2015-08-01,2015-06-01,2016-08-01,564.0492406713533,575.0,1.9044798832428964
2015-09-01,2015-07-01,2016-09-01,661.8034973441563,558.0,18.60277730182013
2015-10-01,2015-08-01,2016-10-01,601.0660009925306,575.0,4.533217563918361
2015-11-01,2015-09-01,2016-11-01,440.1928575344547,571.0,22.908431254911616
2015-12-01,2015-10-01,2016-12-01,489.0956549988579,561.0,12.817173796995021
2016-01-01,2015-11-01,2017-01-01,587.4084388249227,573.0,2.5145617495502015
2016-02-01,2015-12-01,2017-02-01,609.3052764065585,587.0,3.7998767302484677
2016-03-01,2016-01-01,2017-03-01,493.57848283146444,632.0,21.902138792489804
2016-04-01,2016-02-01,2017-04-01,491.4018534970446,598.0,17.825777007183174
2016-05-01,2016-03-01,2017-05-01,599.8284947994612,635.0,5.538819716620289
2016-06-01,2016-04-01,2017-06-01,676.2299123191912,619.0,9.245543185652853
2016-07-01,2016-05-01,2017-07-01,663.575838519252,572.0,16.009761978890207
2016-08-01,2016-06-01,2017-08-01,662.5797305529054,556.0,19.16901628649378
2016-09-01,2016-07-01,2017-09-01,807.9856080251392,637.0,26.842324650728287
2016-10-01,2016-08-01,2017-10-01,649.4747585265696,626.0,3.749961425969592
2016-11-01,2016-09-01,2017-11-01,706.1795138342238,711.0,0.6779868025001652
2016-12-01,2016-10-01,2017-12-01,706.4131669799021,630.0,12.129074123793991
2017-01-01,2016-11-01,2018-01-01,660.5047451871196,590.0,11.949956811376207
2017-02-01,2016-12-01,2018-02-01,579.021623751553,618.0,6.307180622726058
2017-03-01,2017-01-01,2018-03-01,663.9903073866849,679.0,2.210558558662019
2017-04-01,2017-02-01,2018-04-01,680.7331796562443,642.0,6.033205553932127
2017-05-01,2017-03-01,2018-05-01,772.6629690956786,662.0,16.716460588471087
2017-06-01,2017-04-01,2018-06-01,624.7309202385735,636.0,1.7718678870167446
2017-07-01,2017-05-01,2018-07-01,718.7882104057544,628.0,14.45672140219019
2017-08-01,2017-06-01,2018-08-01,700.1084915072039,593.0,18.062140220439105
2017-09-01,2017-07-01,2018-09-01,512.9461935367905,595.0,13.790555708102442
2017-10-01,2017-08-01,2018-10-01,534.625368926456,554.0,3.497225825549465
2017-11-01,2017-09-01,2018-11-01,743.410808939885,625.0,18.945729430381597
2017-12-01,2017-10-01,2018-12-01,691.2448411860024,546.0,26.60161926483561
2018-01-01,2017-11-01,2019-01-01,918.2804575799312,595.0,54.332850013433806
2018-02-01,2017-12-01,2019-02-01,721.2976529291888,648.0,11.311366192776044
2018-03-01,2018-01-01,2019-03-01,610.4718363909948,718.0,14.976067355014655
2018-04-01,2018-02-01,2019-04-01,656.2418324418908,702.0,6.518257486910145
2018-05-01,2018-03-01,2019-05-01,738.2689210351523,618.0,19.460990458762506
2018-06-01,2018-04-01,2019-06-01,697.4415970667295,729.0,4.328999030626953
2018-07-01,2018-05-01,2019-07-01,694.9543818759876,648.0,7.24604658580055
2018-08-01,2018-06-01,2019-08-01,656.4243156214794,712.0,7.805573648668621
2018-09-01,2018-07-01,2019-09-01,700.2995724038561,712.0,1.6433184826044758
2018-10-01,2018-08-01,2019-10-01,639.2900014880156,722.0,11.455678464263766
2018-11-01,2018-09-01,2019-11-01,549.4869989861826,713.0,22.933099721433017
2018-12-01,2018-10-01,2019-12-01,480.3979013594915,700.0,31.371728377215497
2019-01-01,2018-10-01,2020-01-01,475.5312410532968,689.0,30.982403330435876
2019-02-01,2018-11-01,2020-02-01,531.9772230731596,707.0,24.75569687791236
2019-03-01,2018-11-01,2020-03-01,526.2925707775395,626.0,15.927704348635865
2019-04-01,2019-02-01,2020-04-01,684.8455294611201,576.0,18.896793309222243
2019-05-01,2019-03-01,2020-05-01,766.3401138992616,707.0,8.393226859867271
2019-06-01,2019-04-01,2020-06-01,779.1233321200324,901.0,13.52682218423614
2019-07-01,2019-05-01,2020-07-01,570.3490314084485,981.0,41.860445320239705
2019-08-01,2019-06-01,2020-08-01,854.8232839381736,1016.0,15.863850006085272
2019-09-01,2019-07-01,2020-09-01,672.1397730803692,979.0,31.34425198361908
2019-10-01,2019-08-01,2020-10-01,881.3387067730654,1031.0,14.516129313960679
2019-11-01,2019-09-01,2020-11-01,877.8834455874875,877.0,0.10073495866447799
2019-12-01,2019-10-01,2020-12-01,983.4128282922502,874.0,12.518630239387896
2020-01-01,2019-11-01,2021-01-01,831.445833064002,899.0,7.5143678460509395
2020-02-01,2019-12-01,2021-02-01,935.3791179892071,772.0,21.16309818513045
2020-03-01,2020-01-01,2021-03-01,817.5955533121011,852.0,4.038080597171237
2020-04-01,2020-02-01,2021-04-01,782.656547962193,817.0,4.203604900588368
2020-05-01,2020-03-01,2021-05-01,533.456736372573,717.0,25.598781537995396
2020-06-01,2020-04-01,2021-06-01,457.28688915929325,714.0,35.95421720458078
2020-07-01,2020-05-01,2021-07-01,827.1587005792913,745.0,11.02801350057602
2020-08-01,2020-06-01,2021-08-01,1153.5991589612433,688.0,67.67429636064584
2020-09-01,2020-07-01,2021-09-01,1591.3975158857363,733.0,117.10743736503906
2020-10-01,2020-08-01,2021-10-01,1538.3070886425871,689.0,123.26663115277026
